0.496527778	4.02564E-16
1.513194444	1.42943E-15
2.498611111	2.12131E-15
3.474652778	2.15369E-15
5.496875	2.2353E-15
7.969097222	2.3952E-15
9.539236111	2.64326E-15
12.55486111	2.41635E-15
15.55729167	2.68214E-15
17.07118056	2.48895E-15
19.47986111	2.45434E-15
21.98888889	2.57618E-15
23.98263889	2.4503E-15
26.45763889	2.52834E-15
29.07465278	2.55435E-15
31.17673611	2.63905E-15
33.55868056	2.71204E-15
35.99236111	2.69504E-15
38.00694444	2.67455E-15
40.48194444	2.64352E-15
43.00798611	2.59064E-15
45.04201389	2.71437E-15
47.63229167	2.80242E-15
50.17673611	2.58885E-15
53.56215278	2.58349E-15
57.07465278	2.47222E-15
59.15659722	2.4641E-15
62.53958333	2.544E-15
65.93368056	2.62148E-15
68.44340278	2.57535E-15
71.00208333	2.54987E-15
74.521875	2.49079E-15
