0.993055556	6.77558E-16
2.033333333	3.19784E-15
2.963888889	6.54351E-15
3.985416667	1.02723E-14
7.008333333	2.17248E-14
8.929861111	2.95254E-14
10.14861111	3.49854E-14
14.96111111	5.46945E-14
16.15347222	6.01149E-14
17.98888889	6.78575E-14
20.97083333	8.02619E-14
23.00694444	8.91521E-14
24.95833333	9.72562E-14
27.95694444	1.10106E-13
30.19236111	1.19784E-13
32.16111111	1.2859E-13
34.95625	1.41438E-13
37.02847222	1.50903E-13
38.98541667	1.59774E-13
41.97847222	1.73184E-13
44.0375	1.82225E-13
46.04652778	1.91468E-13
49.21805556	2.06531E-13
51.13541667	2.14944E-13
55.98888889	2.36196E-13
58.16041667	2.45295E-13
60.15277778	2.53616E-13
64.92638889	2.74199E-13
66.94097222	2.8315E-13
69.94583333	2.96266E-13
72.05833333	3.05395E-13
76.98541667	3.26195E-13
